id,genre
18097,4
18098,0
18099,5
18100,0
18101,5
18102,1
18103,3
18104,4
18105,1
18106,6
18107,6
18108,5
18109,3
18110,0
18111,4
18112,0
18113,5
18114,5
18115,1
18116,1
18117,3
18118,4
18119,4
18120,1
18121,5
18122,1
18123,1
18124,0
18125,4
18126,4
18127,4
18128,4
18129,3
18130,4
18131,5
18132,6
18133,3
18134,2
18135,3
18136,4
18137,0
18138,4
18139,4
18140,4
18141,0
18142,1
18143,4
18144,4
18145,4
18146,3
18147,1
18148,0
18149,6
18150,4
18151,1
18152,6
18153,4
18154,1
18155,1
18156,1
18157,1
18158,5
18159,4
18160,1
18161,1
18162,4
18163,0
18164,4
18165,0
18166,3
18167,1
18168,0
18169,4
18170,4
18171,4
18172,1
18173,0
18174,3
18175,1
18176,0
18177,4
18178,3
18179,1
18180,3
18181,0
18182,1
18183,4
18184,4
18185,3
18186,0
18187,6
18188,4
18189,6
18190,2
18191,4
18192,1
18193,1
18194,6
18195,1
18196,4
18197,5
18198,1
18199,4
18200,2
18201,4
18202,3
18203,0
18204,4
18205,3
18206,3
18207,4
18208,0
18209,4
18210,1
18211,4
18212,3
18213,0
18214,0
18215,1
18216,3
18217,1
18218,4
18219,5
18220,2
18221,1
18222,1
18223,3
18224,0
18225,4
18226,4
18227,4
18228,6
18229,1
18230,1
18231,3
18232,4
18233,1
18234,3
18235,0
18236,0
18237,5
18238,4
18239,0
18240,6
18241,1
18242,4
18243,5
18244,2
18245,1
18246,1
18247,1
18248,3
18249,1
18250,6
18251,1
18252,4
18253,4
18254,3
18255,2
18256,1
18257,4
18258,4
18259,4
18260,1
18261,4
18262,6
18263,4
18264,1
18265,6
18266,0
18267,4
18268,1
18269,2
18270,1
18271,4
18272,4
18273,4
18274,3
18275,3
18276,4
18277,4
18278,4
18279,6
18280,0
18281,6
18282,5
18283,1
18284,6
18285,5
18286,1
18287,1
18288,4
18289,4
18290,1
18291,4
18292,4
18293,5
18294,6
18295,5
18296,1
18297,6
18298,5
18299,3
18300,1
18301,6
18302,5
18303,4
18304,3
18305,6
18306,0
18307,4
18308,1
18309,4
18310,5
18311,4
18312,4
18313,0
18314,4
18315,5
18316,0
18317,1
18318,4
18319,4
18320,6
18321,1
18322,0
18323,3
18324,5
18325,4
18326,2
18327,4
18328,0
18329,4
18330,3
18331,6
18332,3
18333,6
18334,6
18335,0
18336,3
18337,4
18338,4
18339,0
18340,0
18341,6
18342,4
18343,4
18344,5
18345,1
18346,4
18347,0
18348,1
18349,6
18350,4
18351,0
18352,1
18353,5
18354,1
18355,0
18356,1
18357,6
18358,4
18359,0
18360,4
18361,0
18362,0
18363,4
18364,4
18365,1
18366,4
18367,2
18368,0
18369,6
18370,5
18371,4
18372,0
18373,0
18374,6
18375,6
18376,3
18377,4
18378,3
18379,1
18380,5
18381,4
18382,1
18383,4
18384,4
18385,4
18386,4
18387,5
18388,4
18389,0
18390,4
18391,5
18392,3
18393,1
18394,3
18395,6
18396,6
18397,1
18398,6
18399,4
18400,0
18401,4
18402,5
18403,4
18404,3
18405,1
18406,5
18407,0
18408,6
18409,0
18410,5
18411,4
18412,0
18413,3
18414,0
18415,5
18416,3
18417,4
18418,1
18419,3
18420,1
18421,4
18422,0
18423,4
18424,3
18425,4
18426,4
18427,1
18428,1
18429,5
18430,1
18431,1
18432,5
18433,5
18434,1
18435,4
18436,1
18437,6
18438,1
18439,4
18440,4
18441,1
18442,4
18443,0
18444,4
18445,4
18446,1
18447,3
18448,4
18449,1
18450,1
18451,0
18452,0
18453,2
18454,5
18455,0
18456,5
18457,6
18458,1
18459,4
18460,4
18461,4
18462,4
18463,4
18464,5
18465,6
18466,4
18467,5
18468,0
18469,1
18470,4
18471,3
18472,1
18473,5
18474,0
18475,1
18476,6
18477,4
18478,4
18479,2
18480,4
18481,4
18482,5
18483,6
18484,0
18485,1
18486,1
18487,1
18488,4
18489,5
18490,6
18491,1
18492,4
18493,5
18494,1
18495,3
18496,0
18497,1
18498,1
18499,1
18500,1
18501,4
18502,1
18503,4
18504,1
18505,1
18506,1
18507,4
18508,6
18509,5
18510,1
18511,3
18512,3
18513,1
18514,1
18515,4
18516,4
18517,6
18518,4
18519,0
18520,6
18521,1
18522,4
18523,6
18524,3
18525,4
18526,4
18527,1
18528,1
18529,0
18530,5
18531,1
18532,4
18533,4
18534,4
18535,6
18536,0
18537,1
18538,6
18539,3
18540,1
18541,4
18542,1
18543,1
18544,1
18545,4
18546,5
18547,3
18548,6
18549,4
18550,1
18551,4
18552,4
18553,4
18554,1
18555,0
18556,1
18557,0
18558,1
18559,4
18560,4
18561,0
18562,3
18563,4
18564,4
18565,6
18566,5
18567,4
18568,4
18569,1
18570,0
18571,4
18572,1
18573,4
18574,4
18575,4
18576,1
18577,4
18578,3
18579,3
18580,4
18581,4
18582,5
18583,4
18584,4
18585,3
18586,1
18587,1
18588,4
18589,4
18590,0
18591,0
18592,1
18593,4
18594,5
18595,3
18596,1
18597,1
18598,4
18599,1
18600,5
18601,5
18602,5
18603,1
18604,4
18605,4
18606,3
18607,1
18608,4
18609,3
18610,4
18611,4
18612,1
18613,4
18614,6
18615,1
18616,4
18617,3
18618,1
18619,1
18620,4
18621,4
18622,0
18623,6
18624,4
18625,1
18626,0
18627,1
18628,1
18629,3
18630,4
18631,4
18632,5
18633,0
18634,2
18635,3
18636,1
18637,0
18638,2
18639,5
18640,5
18641,1
18642,1
18643,4
18644,5
18645,4
18646,3
18647,6
18648,3
18649,1
18650,1
18651,6
18652,1
18653,1
18654,4
18655,4
18656,4
18657,4
18658,4
18659,6
18660,4
18661,6
18662,4
18663,4
18664,1
18665,4
18666,1
18667,0
18668,5
18669,1
18670,3
18671,0
18672,5
18673,3
18674,6
18675,4
18676,4
18677,6
18678,3
18679,3
18680,4
18681,4
18682,1
18683,4
18684,1
18685,1
18686,6
18687,4
18688,6
18689,1
18690,1
18691,4
18692,6
18693,4
18694,4
18695,4
18696,1
18697,4
18698,4
18699,4
18700,4
18701,1
18702,5
18703,4
18704,4
18705,4
18706,4
18707,1
18708,5
18709,1
18710,1
18711,6
18712,1
18713,4
18714,3
18715,3
18716,6
18717,4
18718,1
18719,1
18720,0
18721,5
18722,5
18723,1
18724,3
18725,6
18726,6
18727,6
18728,1
18729,4
18730,3
18731,1
18732,6
18733,2
18734,1
18735,5
18736,4
18737,6
18738,4
18739,4
18740,4
18741,0
18742,3
18743,6
18744,0
18745,4
18746,0
18747,1
18748,4
18749,6
18750,6
18751,0
18752,0
18753,0
18754,4
18755,3
18756,1
18757,4
18758,1
18759,4
18760,1
18761,2
18762,4
18763,1
18764,3
18765,1
18766,4
18767,6
18768,0
18769,4
18770,4
18771,3
18772,4
18773,5
18774,4
18775,2
18776,1
18777,1
18778,3
18779,4
18780,1
18781,0
18782,6
18783,1
18784,6
18785,1
18786,3
18787,1
18788,1
18789,3
18790,4
18791,3
18792,3
18793,4
18794,3
18795,4
18796,4
18797,0
18798,1
18799,4
18800,6
18801,4
18802,3
18803,3
18804,6
18805,1
18806,4
18807,5
18808,4
18809,1
18810,1
18811,4
18812,1
18813,5
18814,1
18815,0
18816,4
18817,3
18818,4
18819,6
18820,4
18821,6
18822,5
18823,5
18824,5
18825,3
18826,3
18827,4
18828,4
18829,4
18830,4
18831,1
18832,5
18833,5
18834,3
18835,4
18836,4
18837,1
18838,6
18839,4
18840,2
18841,3
18842,1
18843,4
18844,3
18845,4
18846,6
18847,6
18848,1
18849,1
18850,6
18851,4
18852,3
18853,6
18854,0
18855,6
18856,1
18857,4
18858,3
18859,1
18860,1
18861,4
18862,4
18863,0
18864,4
18865,0
18866,4
18867,1
18868,4
18869,3
18870,5
18871,1
18872,5
18873,1
18874,1
18875,4
18876,4
18877,5
18878,4
18879,5
18880,4
18881,1
18882,6
18883,5
18884,6
18885,1
18886,1
18887,6
18888,1
18889,6
18890,1
18891,1
18892,1
18893,1
18894,3
18895,4
18896,0
18897,5
18898,5
18899,1
18900,1
18901,6
18902,5
18903,4
18904,1
18905,4
18906,3
18907,5
18908,4
18909,3
18910,2
18911,3
18912,1
18913,0
18914,6
18915,5
18916,4
18917,3
18918,2
18919,4
18920,4
18921,1
18922,6
18923,5
18924,4
18925,0
18926,1
18927,4
18928,4
18929,3
18930,5
18931,3
18932,1
18933,2
18934,4
18935,1
18936,1
18937,0
18938,1
18939,1
18940,1
18941,0
18942,1
18943,1
18944,0
18945,4
18946,4
18947,6
18948,4
18949,5
18950,3
18951,5
18952,6
18953,4
18954,5
18955,3
18956,5
18957,5
18958,6
18959,6
18960,1
18961,1
18962,4
18963,6
18964,5
18965,3
18966,4
18967,1
18968,4
18969,3
18970,1
18971,1
18972,4
18973,4
18974,1
18975,1
18976,6
18977,0
18978,1
18979,1
18980,1
18981,3
18982,5
18983,1
18984,0
18985,1
18986,4
18987,6
18988,5
18989,1
18990,5
18991,1
18992,0
18993,1
18994,4
18995,6
18996,2
18997,5
18998,4
18999,4
19000,5
19001,4
19002,6
19003,5
19004,4
19005,1
19006,2
19007,1
19008,3
19009,4
19010,1
19011,1
19012,3
19013,3
19014,1
19015,4
19016,4
19017,1
19018,6
19019,1
19020,0
19021,6
19022,1
19023,4
19024,1
19025,1
19026,3
19027,4
19028,1
19029,1
19030,4
19031,1
19032,5
19033,1
19034,3
19035,6
19036,4
19037,0
19038,4
19039,4
19040,6
19041,1
19042,0
19043,1
19044,3
19045,6
19046,1
19047,4
19048,6
19049,4
19050,3
19051,4
19052,6
19053,1
19054,5
19055,4
19056,0
19057,3
19058,1
19059,1
19060,6
19061,4
19062,1
19063,3
19064,3
19065,3
19066,3
19067,3
19068,1
19069,1
19070,4
19071,4
19072,4
19073,3
19074,1
19075,3
19076,3
19077,0
19078,0
19079,4
19080,2
19081,4
19082,6
19083,3
19084,6
19085,0
19086,1
19087,5
19088,6
19089,4
19090,1
19091,6
19092,2
19093,1
19094,1
19095,1
19096,4
19097,3
19098,4
19099,4
19100,4
19101,1
19102,1
19103,0
19104,5
19105,4
19106,4
19107,5
19108,6
19109,1
19110,4
19111,4
19112,4
19113,4
19114,4
19115,5
19116,0
19117,4
19118,1
19119,5
19120,4
19121,1
19122,4
19123,1
19124,1
19125,0
19126,4
19127,5
19128,4
19129,6
19130,5
19131,0
19132,1
19133,0
19134,4
19135,4
19136,6
19137,4
19138,4
19139,4
19140,3
19141,5
19142,0
19143,3
19144,4
19145,3
19146,1
19147,1
19148,5
19149,3
19150,1
19151,1
19152,1
19153,5
19154,5
19155,0
19156,0
19157,6
19158,3
19159,1
19160,3
19161,6
19162,4
19163,1
19164,1
19165,4
19166,4
19167,5
19168,6
19169,3
19170,1
19171,6
19172,4
19173,2
19174,4
19175,3
19176,4
19177,6
19178,5
19179,4
19180,3
19181,1
19182,4
19183,4
19184,4
19185,6
19186,5
19187,1
19188,4
19189,6
19190,6
19191,4
19192,1
19193,5
19194,5
19195,6
19196,4
19197,5
19198,5
19199,4
19200,4
19201,4
19202,5
19203,4
19204,1
19205,4
19206,1
19207,3
19208,1
19209,5
19210,5
19211,3
19212,3
19213,6
19214,0
19215,4
19216,1
19217,4
19218,4
19219,3
19220,0
19221,1
19222,3
19223,4
19224,6
19225,3
19226,0
19227,4
19228,4
19229,4
19230,1
19231,3
19232,2
19233,1
19234,1
19235,1
19236,5
19237,4
19238,1
19239,4
19240,1
19241,1
19242,0
19243,5
19244,4
19245,3
19246,3
19247,6
19248,1
19249,6
19250,1
19251,4
19252,4
19253,6
19254,5
19255,4
19256,3
19257,4
19258,0
19259,3
19260,0
19261,4
19262,6
19263,1
19264,6
19265,1
19266,3
19267,4
19268,4
19269,1
19270,4
19271,1
19272,0
19273,0
19274,4
19275,4
19276,1
19277,4
19278,4
19279,2
19280,6
19281,4
19282,1
19283,4
19284,1
19285,5
19286,5
19287,1
19288,3
19289,1
19290,3
19291,4
19292,3
19293,0
19294,1
19295,0
19296,3
19297,0
19298,1
19299,5
19300,5
19301,6
19302,4
19303,4
19304,3
19305,6
19306,0
19307,4
19308,5
19309,4
19310,4
19311,4
19312,3
19313,6
19314,4
19315,0
19316,1
19317,1
19318,3
19319,4
19320,1
19321,1
19322,1
19323,4
19324,1
19325,1
19326,6
19327,1
19328,5
19329,3
19330,4
19331,3
19332,0
19333,1
19334,3
19335,2
19336,0
19337,4
19338,4
19339,6
19340,1
19341,6
19342,3
19343,0
19344,5
19345,6
19346,5
19347,1
19348,5
19349,5
19350,4
19351,0
19352,1
19353,4
19354,4
19355,1
19356,1
19357,0
19358,4
19359,1
19360,4
19361,3
19362,6
19363,4
19364,4
19365,3
19366,4
19367,0
19368,0
19369,2
19370,0
19371,3
19372,3
19373,4
19374,5
19375,3
19376,1
19377,1
19378,3
19379,3
19380,4
19381,2
19382,4
19383,4
19384,3
19385,1
19386,1
19387,4
19388,5
19389,1
19390,4
19391,1
19392,2
19393,6
19394,6
19395,4
19396,4
19397,1
19398,4
19399,4
19400,4
19401,5
19402,3
19403,1
19404,4
19405,0
19406,5
19407,4
19408,3
19409,0
19410,4
19411,1
19412,4
19413,0
19414,0
19415,0
19416,1
19417,3
19418,4
19419,4
19420,5
19421,6
19422,4
19423,0
19424,3
19425,3
19426,6
19427,1
19428,1
19429,6
19430,4
19431,1
19432,0
19433,5
19434,1
19435,1
19436,1
19437,6
19438,0
19439,0
19440,2
19441,5
19442,1
19443,5
19444,0
19445,1
19446,6
19447,4
19448,4
19449,1
19450,4
19451,0
19452,4
19453,4
19454,5
19455,1
19456,1
19457,4
19458,5
19459,4
19460,0
19461,2
19462,3
19463,3
19464,4
19465,5
19466,1
19467,4
19468,4
19469,1
19470,3
19471,4
19472,1
19473,1
19474,5
19475,0
19476,5
19477,1
19478,3
19479,4
19480,4
19481,4
19482,4
19483,6
19484,5
19485,4
19486,4
19487,6
19488,6
19489,0
19490,4
19491,1
19492,4
19493,1
19494,4
19495,6
19496,1
19497,1
19498,4
19499,4
19500,1
19501,3
19502,1
19503,4
19504,4
19505,4
19506,1
19507,0
19508,3
19509,2
19510,0
19511,4
19512,1
19513,6
19514,1
19515,1
19516,4
19517,1
19518,6
19519,4
19520,1
19521,3
19522,1
19523,1
19524,6
19525,1
19526,4
19527,5
19528,0
19529,4
19530,6
19531,3
19532,3
19533,6
19534,1
19535,4
19536,5
19537,0
19538,0
19539,3
19540,1
19541,0
19542,0
19543,3
19544,1
19545,1
19546,5
19547,4
19548,3
19549,4
19550,2
19551,1
19552,3
19553,1
19554,1
19555,4
19556,3
19557,4
19558,4
19559,1
19560,5
19561,4
19562,0
19563,4
19564,4
19565,1
19566,1
19567,4
19568,6
19569,0
19570,2
19571,1
19572,3
19573,4
19574,3
19575,4
19576,4
19577,6
19578,1
19579,0
19580,4
19581,1
19582,5
19583,6
19584,5
19585,0
19586,2
19587,1
19588,4
19589,5
19590,4
19591,1
19592,4
19593,4
19594,5
19595,6
19596,6
19597,5
19598,4
19599,0
19600,2
19601,3
19602,3
19603,3
19604,4
19605,4
19606,0
19607,0
19608,1
19609,1
19610,1
19611,6
19612,4
19613,6
19614,6
19615,0
19616,6
19617,4
19618,0
19619,4
19620,0
19621,1
19622,2
19623,2
19624,1
19625,0
19626,1
19627,1
19628,4
19629,3
19630,1
19631,5
19632,3
19633,4
19634,4
19635,4
19636,1
19637,1
19638,2
19639,1
19640,4
19641,4
19642,0
19643,4
19644,3
19645,1
19646,4
19647,1
19648,6
19649,1
19650,6
19651,4
19652,3
19653,6
19654,1
19655,1
19656,4
19657,4
19658,1
19659,3
19660,3
19661,3
19662,5
19663,4
19664,4
19665,5
19666,0
19667,3
19668,4
19669,4
19670,5
19671,3
19672,4
19673,6
19674,4
19675,4
19676,1
19677,0
19678,6
19679,3
19680,4
19681,6
19682,1
19683,4
19684,3
19685,1
19686,4
19687,5
19688,1
19689,1
19690,4
19691,4
19692,6
19693,6
19694,4
19695,1
19696,0
19697,3
19698,2
19699,1
19700,1
19701,6
19702,4
19703,4
19704,1
19705,3
19706,3
19707,6
19708,4
19709,3
19710,1
19711,5
19712,0
19713,1
19714,0
19715,1
19716,0
19717,4
19718,4
19719,0
19720,6
19721,4
19722,4
19723,6
19724,4
19725,1
19726,3
19727,1
19728,3
19729,4
19730,1
19731,3
19732,4
19733,5
19734,4
19735,1
19736,1
19737,3
19738,2
19739,6
19740,1
19741,4
19742,4
19743,6
19744,6
19745,3
19746,4
19747,5
19748,1
19749,6
19750,1
19751,5
19752,3
19753,4
19754,4
19755,4
19756,3
19757,4
19758,1
19759,4
19760,5
19761,4
19762,6
19763,1
19764,5
19765,6
19766,5
19767,4
19768,0
19769,1
19770,1
19771,4
19772,5
19773,4
19774,1
19775,3
19776,6
19777,0
19778,4
19779,4
19780,4
19781,4
19782,4
19783,1
19784,1
19785,1
19786,1
19787,1
19788,5
19789,3
19790,3
19791,0
19792,4
19793,4
19794,0
19795,3
19796,5
19797,3
19798,0
19799,0
19800,0
19801,6
19802,1
19803,2
19804,5
19805,1
19806,4
19807,2
19808,4
19809,4
19810,4
19811,3
19812,3
19813,1
19814,6
19815,0
19816,4
19817,4
19818,0
19819,4
19820,4
19821,4
19822,0
19823,0
19824,6
19825,0
19826,4
19827,5
19828,6
19829,1
19830,2
19831,6
19832,6
19833,4
19834,3
19835,1
19836,4
19837,1
19838,4
19839,1
19840,6
19841,3
19842,4
19843,5
19844,4
19845,2
19846,4
19847,4
19848,4
19849,0
19850,0
19851,1
19852,4
19853,3
19854,5
19855,1
19856,6
19857,4
19858,4
19859,4
19860,1
19861,4
19862,1
19863,4
19864,1
19865,4
19866,1
19867,0
19868,2
19869,0
19870,1
19871,1
19872,4
19873,1
19874,0
19875,4
19876,6
19877,4
19878,6
19879,3
19880,6
19881,5
19882,4
19883,4
19884,4
19885,4
19886,4
19887,2
19888,1
19889,0
19890,4
19891,3
19892,0
19893,4
19894,4
19895,4
19896,4
19897,1
19898,0
19899,4
19900,4
19901,1
19902,1
19903,4
19904,5
19905,4
19906,6
19907,4
19908,6
19909,4
19910,1
19911,4
19912,2
19913,1
19914,3
19915,5
19916,4
19917,1
19918,4
19919,1
19920,3
19921,6
19922,1
19923,3
19924,1
19925,4
19926,3
19927,6
19928,1
19929,1
19930,0
19931,1
19932,4
19933,1
19934,4
19935,3
19936,4
19937,1
19938,4
19939,3
19940,1
19941,4
19942,4
19943,2
19944,1
19945,4
19946,3
19947,4
19948,1
19949,1
19950,4
19951,4
19952,0
19953,4
19954,5
19955,5
19956,1
19957,1
19958,4
19959,3
19960,1
19961,6
19962,4
19963,4
19964,4
19965,4
19966,4
19967,5
19968,0
19969,3
19970,4
19971,1
19972,4
19973,2
19974,4
19975,3
19976,0
19977,5
19978,0
19979,3
19980,4
19981,1
19982,1
19983,6
19984,4
19985,4
19986,4
19987,4
19988,1
19989,4
19990,4
19991,0
19992,0
19993,4
19994,0
19995,3
19996,3
19997,0
19998,0
19999,0
20000,6
20001,3
20002,0
20003,4
20004,4
20005,5
20006,4
20007,1
20008,1
20009,4
20010,4
20011,4
20012,5
20013,1
20014,1
20015,1
20016,4
20017,4
20018,2
20019,0
20020,5
20021,3
20022,4
20023,4
20024,1
20025,0
20026,5
20027,5
20028,4
20029,3
20030,1
20031,4
20032,5
20033,1
20034,3
20035,4
20036,4
20037,3
20038,4
20039,4
20040,0
20041,4
20042,4
20043,1
20044,1
20045,4
20046,6
20047,4
20048,3
20049,1
20050,0
20051,5
20052,4
20053,1
20054,0
20055,2
20056,4
20057,5
20058,6
20059,4
20060,0
20061,2
20062,1
20063,4
20064,3
20065,0
20066,4
20067,3
20068,6
20069,1
20070,2
20071,4
20072,3
20073,4
20074,1
20075,5
20076,6
20077,4
20078,4
20079,4
20080,4
20081,4
20082,4
20083,5
20084,1
20085,4
20086,1
20087,5
20088,6
20089,6
20090,3
20091,2
20092,5
20093,5
20094,4
20095,2
20096,1
20097,1
20098,6
20099,4
20100,3
20101,3
20102,4
20103,5
20104,1
20105,6
20106,6
20107,4
20108,6
20109,1
20110,1
20111,1
20112,4
20113,0
20114,4
20115,5
20116,4
20117,6
20118,4
20119,4
20120,4
20121,6
20122,1
20123,1
20124,1
20125,0
20126,2
20127,1
20128,1
20129,6
20130,4
20131,5
20132,1
20133,5
20134,1
20135,4
20136,4
20137,4
20138,4
20139,1
20140,1
20141,4
20142,1
20143,1
20144,4
20145,4
20146,5
20147,3
20148,1
20149,0
20150,4
20151,6
20152,1
20153,4
20154,6
20155,3
20156,3
20157,5
20158,5
20159,1
20160,4
20161,6
20162,0
20163,4
20164,1
20165,1
20166,0
20167,1
20168,4
20169,6
20170,4
20171,1
20172,4
20173,2
20174,4
20175,6
20176,5
20177,4
20178,3
20179,1
20180,1
20181,4
20182,4
20183,1
20184,3
20185,6
20186,4
20187,5
20188,4
20189,0
20190,6
20191,4
20192,0
20193,1
20194,1
20195,4
20196,4
20197,0
20198,4
20199,3
20200,1
20201,3
20202,0
20203,6
20204,5
20205,4
20206,5
20207,4
20208,1
20209,5
20210,4
20211,1
20212,3
20213,1
20214,1
20215,2
20216,0
20217,1
20218,0
20219,3
20220,0
20221,5
20222,2
20223,2
20224,0
20225,4
20226,1
20227,1
20228,1
20229,0
20230,4
20231,6
20232,4
20233,3
20234,2
20235,6
20236,1
20237,1
20238,4
20239,4
20240,1
20241,3
20242,1
20243,4
20244,5
20245,1
20246,1
20247,1
20248,1
20249,4
20250,1
20251,1
20252,1
20253,3
20254,4
20255,4
20256,3
20257,5
20258,4
20259,1
20260,1
20261,1
20262,0
20263,4
20264,4
20265,4
20266,1
20267,4
20268,4
20269,3
20270,0
20271,4
20272,0
20273,1
20274,6
20275,4
20276,1
20277,0
20278,5
20279,4
20280,1
20281,1
20282,5
20283,1
20284,1
20285,0
20286,6
20287,4
20288,6
20289,4
20290,4
20291,3
20292,4
20293,6
20294,3
20295,0
20296,1
20297,3
20298,0
20299,4
20300,2
20301,6
20302,1
20303,4
20304,1
20305,4
20306,4
20307,4
20308,4
20309,6
20310,4
20311,6
20312,1
20313,1
20314,1
20315,4
20316,4
20317,4
20318,4
20319,1
20320,3
20321,1
20322,1
20323,1
20324,5
20325,5
20326,4
20327,3
20328,4
20329,4
20330,1
20331,0
20332,6
20333,1
20334,1
20335,5
20336,0
20337,6
20338,6
20339,6
20340,4
20341,0
20342,4
20343,3
20344,4
20345,4
20346,5
20347,3
20348,4
20349,1
20350,0
20351,4
20352,1
20353,4
20354,1
20355,3
20356,4
20357,5
20358,0
20359,5
20360,1
20361,3
20362,1
20363,1
20364,3
20365,4
20366,4
20367,0
20368,5
20369,1
20370,6
20371,0
20372,4
20373,3
20374,3
20375,4
20376,4
20377,6
20378,3
20379,1
20380,4
20381,1
20382,4
20383,3
20384,5
20385,3
20386,1
20387,4
20388,5
20389,4
20390,6
20391,1
20392,6
20393,2
20394,0
20395,5
20396,1
20397,3
20398,1
20399,4
20400,6
20401,5
20402,6
20403,1
20404,4
20405,1
20406,4
20407,4
20408,3
20409,4
20410,3
20411,4
20412,1
20413,1
20414,3
20415,0
20416,4
20417,4
20418,4
20419,3
20420,5
20421,1
20422,0
20423,6
20424,1
20425,4
20426,4
20427,4
20428,6
20429,4
20430,6
20431,6
20432,6
20433,4
20434,6
20435,5
20436,1
20437,1
20438,1
20439,0
20440,3
20441,1
20442,1
20443,1
20444,0
20445,3
20446,5
20447,1
20448,1
20449,4
20450,3
20451,4
20452,6
20453,4
20454,0
20455,1
20456,1
20457,0
20458,1
20459,4
20460,4
20461,1
20462,3
20463,5
20464,4
20465,5
20466,1
20467,0
20468,4
20469,4
20470,1
20471,4
20472,0
20473,4
20474,0
20475,5
20476,4
20477,3
20478,4
20479,4
20480,5
20481,2
20482,1
20483,4
20484,4
20485,4
20486,4
20487,4
20488,0
20489,4
20490,1
20491,4
20492,4
20493,1
20494,2
20495,1
20496,6
20497,6
20498,4
20499,4
20500,1
20501,4
20502,1
20503,0
20504,5
20505,6
20506,5
20507,1
20508,4
20509,4
20510,1
20511,4
20512,2
20513,6
20514,4
20515,4
20516,1
20517,4
20518,4
20519,1
20520,6
20521,6
20522,5
20523,4
20524,1
20525,6
20526,4
20527,1
20528,1
20529,1
20530,4
20531,2
20532,0
20533,4
20534,3
20535,0
20536,6
20537,4
20538,4
20539,1
20540,0
